Case #1: Impossible
42 26 63790
14 42 63903
29 43 64125
20 22 64132
42 40 64220
18 4 64469
6 9 64545
12 21 64650
29 40 64787
4 33 64828
40 34 64843
35 26 64992
30 15 65045
39 17 65053
36 32 65190
24 18 65418
30 38 65446
13 39 65552
13 24 65558
37 30 65580
15 34 65634
21 30 65758
38 34 66035
4 7 66325
11 20 66447
17 13 66624
40 11 66716
18 29 66910
38 16 67102
10 43 67397
14 4 68245
12 42 68274
13 30 68621
5 12 68718
16 42 69029
6 41 69085
35 12 69476
2 30 69581
43 22 69750
40 4 69928
2 34 70170
35 16 70231
18 33 70349
17 31 70391
39 7 70400
40 22 70412
33 41 70799
24 33 71169
16 2 71237
26 22 71304
24 22 71415
24 31 71457
31 35 71472
8 40 71947
42 7 72033
17 33 72235
22 17 72481
18 22 72535
14 40 72545
4 25 72556
16 11 72612
42 31 72674
30 36 72730
9 43 72792
41 22 72985
4 36 73201
36 34 73341
24 14 73548
39 26 73580
27 41 73646
16 17 73720
12 4 73982
43 1 74271
39 12 74309
26 12 74324
29 21 74563
14 17 74614
21 5 74656
4 16 74737
16 24 74786
14 41 75118
11 33 75209
21 1 75297
22 38 75478
27 22 75555
31 7 75738
24 26 75839
15 22 75879
9 31 76073
22 11 76659
37 12 76708
39 35 76810
26 17 76905
41 38 76920
29 26 76929
29 16 77178
41 15 77321
38 18 77370
25 36 77440
34 20 77475
5 42 77478
32 31 77628
41 34 77640
42 28 77709
15 18 77771
20 19 77836
6 20 77938
18 34 78090
25 42 78264
31 4 78382
19 16 78542
13 2 78578
28 34 78624
5 35 78680
33 20 78752
12 29 78816
6 16 78903
36 42 78909
28 35 78911
41 2 78964
35 1 79321
13 21 79328
18 2 79414
6 30 79460
40 13 79500
30 5 79584
7 30 79606
22 2 79613
9 12 79887
11 14 79992
34 6 80049
36 35 80111
28 9 80168
21 22 80188
34 7 80217
30 1 80225
12 24 80323
34 13 80626
11 39 80664
19 13 80987
29 38 81103
4 32 81364
17 12 81389
39 9 81411
29 15 81504
32 28 81723
10 28 81926
21 14 82321
13 38 82713
39 32 82966
15 13 83114
4 5 83186
27 16 83464
40 3 83520
40 33 83596
26 36 83614
30 18 83647
39 4 83720
7 24 84082
30 41 84097
7 25 84316
36 12 84343
8 41 84744
2 29 84745
14 16 84936
10 42 84993
30 31 85168
9 35 85515
42 9 85517
20 38 85773
25 22 85778
9 21 85825
31 11 86002
20 15 86174
35 10 86195
19 18 86239
27 40 86443
41 19 86689
32 35 87070
10 30 87099
16 34 87458
7 11 88122
1 28 88800
38 14 88861
20 9 89079
5 41 89157
15 14 89262
28 30 89263
18 1 89348
32 38 89372
20 37 89410
6 22 89492
5 24 89527
20 21 89588
38 40 89717
32 15 89773
40 21 89857
5 9 89893
40 15 90118
24 1 90168
7 26 90490
30 39 90506
5 17 90593
20 32 90634
10 4 90701
30 40 90748
17 28 90824
34 26 90907
31 21 91092
12 7 91219
7 21 91227
8 31 91233
1 17 91234
17 25 91379
19 14 91381
29 25 91403
19 40 91698
40 2 91761
17 36 92024
8 13 92197
37 13 92561
34 43 93153
43 33 93270
2 32 93507
8 20 93597
16 30 93915
25 11 94353
16 8 94562
6 29 94624
31 28 95097
29 37 95197
33 22 95268
40 9 95359
12 34 95391
26 9 95499
33 13 95555
21 16 95753
18 10 96222
3 41 96317
39 21 96430
10 41 96672
18 37 96697
18 3 96767
6 31 96894
10 24 97042
20 5 97110
8 24 97135
37 41 97147
10 9 97408
9 17 97428
39 3 97468
9 18 97482
39 33 97544
1 20 97751
32 16 97762
32 26 97806
40 25 97858
32 24 97917
10 17 98108
17 8 98201
13 22 98436
22 1 98470
5 16 98975
17 32 98983
32 18 99037
25 14 99161
34 10 99231
32 41 99487
19 7 99511
1 16 99616
22 37 99622
31 19 100152
39 27 100391
28 7 100785
32 19 100812
11 10 101082
13 20 101150
5 40 101954
16 13 102115
6 14 102382
1 40 102595
33 31 102882
14 37 102955
6 32 103386
13 3 103770
30 43 103792
24 43 104287
5 34 104595
10 22 105344
43 17 105353
34 25 105381
39 19 105490
31 27 105729
19 25 105742
6 36 105864
26 13 105883
16 3 106135
19 36 106387
16 10 106490
21 32 106690
31 2 106773
16 37 106965
10 14 107477
33 36 107578
33 28 107799
38 43 107848
35 8 107982
28 20 108103
43 15 108249
43 11 108327
36 43 108438
14 33 108651
3 24 108708
31 38 109003
42 8 109184
35 23 109410
34 3 109456
10 40 109469
27 30 109597
31 43 109626
17 3 109774
27 4 110068
42 23 110612
41 25 110655
25 9 110725
7 37 111085
18 25 111105
37 31 111726
13 14 111819
13 12 112069
6 7 112740
22 5 113626
11 8 113812
5 13 113913
15 36 114100
7 13 114126
27 25 114307
28 40 114383
7 33 114454
4 8 114892
43 39 114964
2 7 115086
7 43 115314
36 2 115743
42 27 115776
15 28 116226
28 18 116506
39 1 116543
38 28 116627
25 15 116781
28 21 116939
41 28 116956
35 27 116978
37 39 117064
25 31 117144
38 25 117182
37 25 117316
21 25 117494
37 36 117961
19 43 119288
20 25 119508
3 35 119555
13 28 119802
43 6 120126
23 24 120257
13 25 120357
16 25 120473
27 26 120481
42 3 120757
28 2 120762
12 27 121210
5 31 121240
2 25 121317
17 23 121323
13 10 121428
8 36 121523
40 23 122021
13 9 123383
10 39 123417
32 1 124972
11 3 125385
5 36 125936
37 32 126124
5 28 126157
11 23 126701
16 28 126774
8 29 126911
14 5 127009
27 24 127825
7 8 128399
31 10 128755
27 17 128891
36 23 129316
6 28 130641
18 43 131035
25 6 131196
25 5 131320
43 21 131468
41 43 131485
22 8 132536
7 5 132812
36 3 133096
10 36 133451
1 7 133453
14 8 134669
34 23 135325
8 30 135712
39 23 135969
23 7 136192
8 19 136662
21 8 136953
23 30 137140
43 12 137204
23 19 138090
29 3 138484
10 25 138835
3 7 139972
7 10 140327
25 28 140999
43 16 141303
23 31 141307
23 13 142271
27 8 142523
27 6 142731
26 3 143152
27 19 143254
23 20 143671
12 3 143881
3 22 144109
23 16 144636
25 12 146538
33 23 147022
3 30 147285
8 15 147701
8 38 148102
19 3 148235
3 21 148526
23 38 149530
25 3 149894
27 38 150566
27 15 150967
8 2 152237
23 2 153665
6 8 153829
27 3 154096
37 27 154828
25 43 155528
33 8 155543
8 9 157483
27 13 157869
32 8 159038
3 38 159675
6 23 163544
3 2 163810
29 23 164353
28 3 164386
5 23 165380
3 6 165402
3 33 167116
23 22 168004
12 23 171923
14 23 172111
23 10 172895
8 5 173901
1 8 174542
28 8 175959
8 10 181416
5 3 185474
1 3 186115
23 28 188321
23 25 188876
23 9 192951
3 10 192989
43 23 202850
Case #18: Impossible
Case #19: Impossible
Case #20: Impossible
Case #21: 1
3 1 5
Case #22: 67
11 7 7858
13 10 18382
5 2 23647
3 4 33799
11 8 35957
5 12 44608
13 9 48977
2 10 62175
5 8 63303
7 10 67136
10 9 67359
2 12 68255
4 13 70495
5 6 72086
10 11 74994
1 6 83827
13 7 85518
5 10 85822
10 3 85912
8 2 86950
9 2 92770
11 13 93376
6 2 95733
1 3 98005
11 5 99260
1 2 103023
7 5 107118
12 8 107911
8 10 110951
12 13 112048
4 2 114288
9 5 116417
7 4 119249
9 4 119472
11 2 122907
5 1 126670
11 4 127107
4 5 127168
2 7 129311
13 8 129333
12 10 130430
4 1 131804
7 9 134495
8 6 135389
13 6 139526
11 9 142353
11 12 143868
1 13 146816
2 3 148087
7 12 151726
3 7 153048
9 3 153271
3 11 160906
9 12 161025
8 4 163064
10 1 165198
8 3 170554
11 6 171346
12 4 171776
9 8 178310
6 9 188503
8 1 189973
12 3 191638
9 1 195793
4 6 199254
11 1 225930
7 1 232334
Case #23: 137
11 10 1918
10 5 25529
7 17 26964
16 13 38164
21 3 44217
17 19 58462
8 9 60643
15 13 62184
17 5 79880
19 7 85426
10 17 105409
5 7 106844
10 20 107477
3 7 124120
5 20 133006
4 11 133816
4 10 135734
15 3 145959
8 2 155225
11 19 161953
10 19 163871
21 7 168337
3 16 169979
18 21 177109
2 3 177252
15 20 180489
18 15 180642
10 1 182475
11 12 187147
17 4 190085
10 16 192513
17 8 193841
3 10 193931
21 17 195301
13 18 198238
13 19 202854
8 14 202969
1 5 204168
20 16 204509
1 21 204972
17 20 206279
19 12 206645
7 20 208752
7 18 208864
5 12 210758
1 13 211028
21 16 214196
15 10 216533
7 4 217049
11 15 218451
3 4 219232
21 2 221469
6 19 224160
3 1 227899
16 14 228612
21 10 238148
11 21 240066
19 16 241018
15 5 242062
20 13 242673
20 8 243999
19 4 248547
18 19 249277
21 13 252360
15 14 252632
21 19 253763
17 9 254484
17 13 259758
7 16 259812
4 21 263449
20 19 264741
13 14 266776
12 1 268640
18 5 270695
9 3 271834
9 7 281448
1 17 284048
21 12 289556
1 20 289952
13 4 290083
11 18 294306
8 11 297332
21 9 298976
10 8 299250
17 14 299690
2 7 301372
3 20 301408
9 20 304642
6 7 309586
19 9 312946
4 14 316405
12 4 320963
15 2 323211
7 14 326654
16 4 328247
2 17 328336
18 1 329486
12 18 330083
12 8 333731
9 5 334364
19 1 342510
21 20 345625
15 12 357011
11 9 357975
21 8 359619
9 10 359893
18 20 361131
21 6 367584
11 2 373101
16 12 377742
18 4 380900
8 4 383926
6 11 386113
19 2 386798
6 10 388031
18 2 398578
20 2 399224
14 11 403181
2 1 405151
6 3 411801
15 9 417793
6 13 427014
12 6 430805
14 20 433121
16 9 441813
21 14 442808
9 4 444569
13 8 453599
6 16 465178
4 6 472707
18 6 473437
8 6 476463
20 6 488901
6 15 489198
9 1 499733
1 6 566670
2 6 589053
Case #24: Impossible
Case #25: Impossible
Case #26: 59
5 8 20126
7 13 49434
7 9 61386
7 3 97280
10 13 106046
3 12 109639
4 3 127347
11 2 132059
13 4 143332
6 8 146086
3 6 146217
13 3 146714
7 10 155480
9 4 163241
5 6 166212
9 6 182111
14 2 187693
7 4 192766
8 12 193514
7 6 198404
9 10 216866
12 13 233125
3 10 236718
6 10 255016
6 12 255856
14 10 266293
11 9 268761
8 10 279537
3 5 283027
8 3 292303
8 13 295056
10 5 299663
14 7 309172
13 5 315182
9 5 318921
11 14 319752
8 9 328197
7 11 330147
4 14 339239
11 12 342506
7 8 344490
1 11 345392
5 11 347827
6 14 358109
4 11 360214
2 3 364926
6 11 379084
13 11 379581
1 3 383094
9 2 400820
9 1 418988
2 10 425535
13 2 456529
11 10 469585
7 1 480374
2 6 511143
6 1 529311
1 13 529808
1 8 589300
Case #27: Impossible
Case #28: 253
26 24 14870
13 7 15241
27 15 15402
28 29 22496
28 31 23810
17 14 24273
27 22 30473
14 26 31242
16 28 34654
23 9 39195
30 19 43163
14 24 46112
2 32 46639
21 19 47858
1 16 53357
26 17 55515
14 5 57364
11 20 58128
18 8 59208
1 28 63695
4 20 65126
2 31 66443
1 9 67246
28 17 67789
15 21 70474
30 28 72636
11 9 72696
11 4 74000
31 4 75057
15 1 78898
16 23 81408
4 17 82893
12 19 83037
29 25 84300
2 16 85133
31 1 87505
26 5 88606
7 2 89023
16 24 89608
28 2 90253
17 29 90285
30 21 91021
15 4 91346
17 31 91599
17 7 91840
12 17 92005
29 30 95132
17 1 95341
21 17 95868
30 7 96687
12 30 96852
31 19 97086
15 26 98134
13 19 98443
2 22 99498
30 1 100188
13 8 100761
17 8 101311
16 17 102443
26 2 103263
19 26 103525
16 26 104478
16 20 106035
3 28 106137
8 30 106158
4 22 106417
27 4 106748
16 5 107161
14 4 107166
1 10 107290
16 30 107290
5 13 109690
21 28 109813
15 24 113004
31 32 113082
27 26 113536
7 19 113684
14 29 114558
16 11 114909
31 23 115556
29 10 116039
12 14 116278
20 28 116373
29 26 116636
31 10 117353
7 16 119172
21 5 119265
1 14 119614
17 20 120489
16 9 120603
6 15 120708
23 22 122020
27 23 122351
26 28 123304
23 17 123392
5 7 124931
12 5 125096
28 11 125247
30 20 125336
25 1 125499
14 8 125584
14 16 126716
16 6 127052
23 30 128239
27 24 128406
1 21 128516
3 29 128633
29 27 129029
14 15 129376
7 28 129510
2 27 129971
31 27 130343
4 24 130517
25 31 130606
12 21 130895
4 19 130903
13 26 132114
16 15 132255
22 19 133403
32 6 133580
21 31 133623
2 14 134505
32 9 135531
32 7 135662
6 22 135779
31 13 136037
12 29 137661
3 14 137908
4 26 138408
6 29 139210
31 20 140183
15 11 140450
10 2 142961
1 24 142965
1 19 143351
29 32 143930
22 14 144447
31 15 145745
6 28 145878
32 22 146137
15 9 146144
21 13 146301
26 31 147114
22 16 147326
19 16 147333
26 12 147520
31 24 148072
2 3 148770
19 8 149321
13 11 149411
16 12 149819
26 1 150856
13 32 150903
26 21 151383
24 21 152517
21 20 152691
15 17 153649
6 13 154688
27 11 155852
5 23 156483
8 26 156826
17 11 156893
3 4 157384
10 14 157768
15 30 158496
25 8 159867
18 13 159969
31 22 160816
8 29 160939
6 4 160982
22 9 161215
9 27 161546
3 17 162181
30 2 162889
21 18 162977
8 9 163517
19 2 163529
32 24 164772
18 30 165366
10 30 166179
2 23 166541
30 9 167434
19 20 168499
3 18 168645
11 10 168842
7 6 169929
12 6 170094
23 24 171016
25 21 171617
6 1 173430
25 17 174585
23 32 174726
7 18 175210
27 32 176610
20 25 178177
12 1 178860
5 25 179303
30 25 179432
14 11 181166
9 2 182170
13 23 182912
21 2 184608
18 14 184792
11 25 187051
22 7 188521
32 10 189600
5 11 189984
2 5 191133
8 23 191323
25 9 192745
18 23 192857
8 31 192910
5 18 193610
3 5 195272
32 3 195409
9 21 195762
8 21 197179
6 25 197226
32 20 199353
10 3 199680
11 2 200042
20 7 200891
5 22 201811
12 3 202958
15 7 203592
15 25 204397
24 11 204517
18 28 207455
32 11 208227
32 19 210168
3 27 212670
25 27 213329
22 12 216440
12 27 216771
20 18 217484
11 8 218564
19 25 219475
12 25 221961
20 3 222510
3 8 227853
25 32 228230
18 24 230904
15 18 233451
7 3 233605
6 11 234982
3 9 237078
9 6 240676
8 15 242170
18 27 248853
8 27 257572
18 10 261843
18 2 264233
32 18 310872
Case #29: 717
20 40 4946
13 42 7413
14 1 12974
25 41 13560
15 7 16050
32 30 16072
46 40 17016
30 11 21969
4 24 23301
12 42 23453
37 23 30830
26 43 35155
19 35 36269
32 11 38041
4 16 39847
13 29 40865
44 9 45016
12 15 47109
30 41 48225
10 45 48528
43 36 50168
6 35 50701
43 37 50766
13 45 51440
30 1 55979
12 29 56905
38 14 57914
30 12 58280
46 41 59385
19 25 60012
26 44 61306
16 21 61349
32 23 61742
25 30 61785
24 16 63148
15 13 63149
12 7 63159
32 41 64297
14 20 65004
44 24 66505
46 29 66548
25 46 67104
12 45 67480
2 7 68090
27 22 68936
22 39 69060
10 4 69401
3 6 69611
41 11 70194
42 15 70562
38 1 70888
32 1 72051
22 24 73360
3 40 73368
19 41 73572
8 13 73937
13 30 74320
32 12 74352
41 40 76401
46 14 77074
45 29 77479
25 32 77857
1 11 77948
1 20 77978
4 36 78113
20 3 78314
4 37 78711
20 25 79174
9 32 80219
43 23 80400
29 34 80653
6 5 80703
9 7 81058
5 2 81284
42 8 81350
34 30 81596
30 42 81733
16 44 83051
26 20 83202
11 25 83754
40 25 84120
15 2 84140
37 30 84507
6 23 84548
29 31 85115
42 7 86612
18 35 86801
21 3 86833
6 19 86970
14 21 87580
44 6 87626
12 39 88049
19 5 88123
40 26 88148
4 9 88220
46 1 90048
46 3 90384
13 32 90392
31 24 90581
21 45 91826
32 36 91974
22 19 92010
42 10 92555
37 32 92572
10 24 92702
24 7 92881
28 42 93187
31 32 93206
35 9 93311
29 11 94110
22 13 94270
38 10 94977
24 34 95043
46 26 95272
17 2 96242
35 25 96281
11 13 96289
20 5 96629
22 4 96661
31 25 97075
15 9 97108
32 34 97668
42 32 97805
25 34 97878
43 24 97903
40 36 98221
40 37 98819
11 31 99103
13 10 99968
12 19 100048
17 26 100806
1 28 100895
4 21 101196
24 36 101414
5 40 101575
42 22 101683
38 6 101737
37 24 102012
36 20 103167
8 7 103500
34 11 103565
39 32 103671
20 37 103765
29 15 104014
1 41 104204
13 14 104502
4 26 104510
35 39 104661
15 8 105006
30 15 105389
38 5 105859
9 26 106322
41 12 106505
36 39 106518
4 3 106982
1 4 107025
37 39 107116
46 13 107413
30 46 107610
32 17 109231
16 10 109248
1 8 109789
19 39 109961
1 42 110063
21 28 111197
24 13 111398
42 39 111502
9 24 111521
39 26 111580
20 30 111791
40 7 111976
20 42 112070
9 3 112221
10 44 112605
11 43 113304
4 31 113882
46 4 113958
27 34 114097
34 42 114105
1 12 114259
7 18 114427
16 43 114449
45 15 114589
44 23 114623
6 36 114780
29 8 114802
1 26 114953
30 29 115185
41 39 115471
6 18 115650
10 12 116008
29 32 116115
7 4 116182
28 15 116843
7 20 116922
42 40 117016
14 41 117178
29 22 117234
13 1 117476
4 45 117929
16 36 117960
22 11 118101
27 31 118559
31 42 118567
4 12 118659
39 1 119210
40 38 119344
20 13 119483
4 14 119999
25 12 120065
35 3 120312
12 14 120542
7 30 121439
15 32 121461
30 19 121797
37 44 121915
41 13 122545
40 32 122917
38 20 122918
18 19 123070
9 5 123313
7 6 123668
32 46 123682
36 21 123708
37 21 124306
13 40 124429
24 21 124497
28 36 124833
29 19 124873
22 15 125339
28 37 125431
28 8 125649
30 45 125760
41 29 125933
31 13 125980
4 20 126028
4 41 126123
6 45 126639
29 28 126639
19 46 127116
11 15 127358
42 35 127690
16 34 127745
26 24 127811
32 20 127863
17 43 127889
26 14 127927
28 30 128014
15 40 128026
16 9 128067
28 19 128276
35 22 128279
15 14 128364
40 23 128453
40 11 128814
7 46 128992
39 25 129031
39 21 129512
11 46 129579
19 9 129580
41 42 129958
1 24 130326
18 15 130477
29 14 130541
14 25 130738
4 6 130830
23 2 131704
20 34 131872
17 6 132037
36 13 132147
16 31 132207
4 15 132232
41 37 132732
7 28 132893
31 1 133113
41 36 133330
20 23 133399
25 29 133652
20 11 133760
13 4 134699
46 38 134988
15 39 135158
19 45 135448
33 31 135506
12 20 135523
21 42 135853
25 13 136105
12 35 136317
20 31 136334
22 16 136508
18 40 136522
40 34 136818
46 24 137259
12 34 137558
34 1 137575
26 6 137865
19 32 137869
27 39 137996
19 43 138035
11 8 138146
44 35 138327
30 6 138901
26 35 139149
19 20 139186
22 36 139319
24 20 139467
36 42 139560
25 4 139683
44 22 139865
33 34 139968
18 38 140806
36 1 141084
24 45 141230
4 11 141249
40 31 141280
44 30 141307
7 22 141389
9 43 141477
39 11 141712
45 32 141832
42 4 142112
32 43 142142
24 39 142420
17 18 142579
32 38 142939
6 40 142979
24 14 143300
3 14 143318
12 36 143385
7 10 143492
45 38 143505
29 1 143515
46 45 144027
19 40 144132
9 12 144217
19 1 144314
9 38 144347
44 21 144400
40 24 144413
14 7 144414
41 9 144516
4 27 144594
29 39 144954
15 46 145042
46 23 145469
31 14 146087
37 25 146292
26 11 146685
14 23 146767
1 16 146872
25 6 146982
19 15 147157
27 12 147166
10 36 147514
45 11 147729
41 27 147839
6 20 147925
5 25 148135
20 35 148483
46 2 148876
16 14 148929
34 6 148954
41 24 149424
38 31 149772
28 11 149983
3 44 150186
1 44 150229
34 14 150549
29 5 151107
7 39 151208
25 22 152022
13 23 152134
24 29 152263
1 9 152270
32 22 152582
20 21 152584
14 10 152891
6 24 153292
40 35 153429
37 14 153460
30 24 153638
23 15 153682
16 46 153805
36 14 154058
1 45 154090
23 3 154159
35 8 154175
41 26 154657
2 42 154702
35 36 154745
23 31 154948
38 42 155003
18 44 155252
35 37 155343
17 4 155834
7 16 156029
45 20 156097
23 19 156197
3 1 156292
28 27 156311
21 6 156444
39 5 156515
30 21 156533
28 46 156541
46 44 156578
3 19 156581
12 38 156594
22 3 157041
44 31 157086
19 31 157087
36 29 157246
19 14 157288
9 36 157390
3 25 157488
21 40 157530
10 9 157621
9 37 157988
35 30 158066
34 45 158132
9 18 158260
16 12 158506
21 12 159306
23 34 159410
15 10 159542
39 40 159764
46 6 159995
9 13 160257
43 3 160373
41 6 160542
28 24 160735
19 27 160946
20 2 160946
2 24 160971
40 45 161043
14 43 161120
29 35 161142
27 25 161399
26 3 161516
44 34 161548
14 5 161633
29 26 161820
23 8 162353
25 26 162376
13 38 162416
37 2 162534
24 25 162984
13 27 163206
7 19 163207
31 22 163941
44 19 164186
38 4 164378
8 41 164402
24 11 164550
21 46 164654
6 43 164948
28 43 165050
14 9 165244
5 23 165251
45 43 165366
19 24 165370
41 22 165582
4 39 165721
10 1 165865
2 40 165892
18 36 165911
16 41 165970
34 37 166103
2 21 166950
15 25 167174
5 44 168329
22 34 168403
32 4 168439
7 37 168462
20 28 168611
13 6 169205
45 9 169249
29 21 169305
44 41 169327
19 2 169407
22 23 169551
41 7 169664
6 42 170666
16 6 170677
40 16 170821
3 36 171589
2 8 171590
28 38 171783
13 5 172131
37 3 172187
16 28 172546
17 12 172761
35 32 173530
40 28 173557
10 8 173905
26 10 173911
41 45 173985
35 7 174369
13 16 174546
1 5 174607
9 17 174647
38 41 175092
4 29 175564
17 40 175942
10 3 176383
25 38 176519
7 3 176562
17 34 177299
5 17 177526
12 18 177586
10 23 177746
23 29 177857
44 13 177903
8 25 177962
18 23 178041
34 3 178724
18 41 178891
6 22 178980
24 17 179135
16 25 179530
5 42 179544
5 26 179831
22 5 180133
30 3 180213
35 1 180583
22 26 180640
28 31 180671
17 20 180888
16 11 181096
29 9 181259
17 1 181282
46 8 181350
35 4 181531
16 42 181959
43 13 182315
35 17 182738
37 45 182989
7 25 183224
10 31 183283
46 10 183359
15 35 183426
41 43 183498
45 36 183587
22 46 183782
19 10 183976
28 4 184036
4 2 184272
16 27 184441
37 15 184512
9 8 184558
15 34 184667
22 9 184881
34 28 185133
12 6 185245
44 42 185316
10 28 185742
18 29 186054
15 38 186278
38 23 186285
19 36 186429
19 37 187027
11 27 187037
38 2 187143
25 45 187545
38 24 187679
10 34 187745
8 20 187767
27 44 187798
5 12 188171
22 1 188270
29 38 188455
19 4 188671
19 38 188707
13 17 188801
27 45 188904
21 34 189094
38 44 189363
21 9 189416
9 20 189524
2 30 189529
42 43 189728
10 32 190360
3 42 190384
39 18 191462
5 30 192169
36 8 192585
15 3 192612
40 8 192713
34 43 192946
46 17 192958
12 43 193261
8 31 193311
35 31 193356
2 32 193446
35 14 193557
35 34 194159
44 2 194164
42 26 194301
3 13 195079
33 6 195293
20 10 195429
36 5 195483
10 41 195524
16 17 195681
30 27 195693
20 22 195852
42 17 196214
10 11 196257
14 18 196580
31 39 196877
22 21 197857
3 28 198030
4 5 198517
2 45 198729
10 40 200375
8 6 200434
5 10 200836
18 42 201039
39 34 201339
21 17 201429
46 9 201594
16 30 202851
15 26 203430
32 5 203532
17 19 203686
10 39 204057
6 29 204118
16 38 204225
34 5 204361
8 5 204556
18 34 204584
21 41 204758
8 27 205063
21 15 206415
43 15 206834
46 27 207224
5 45 207342
37 27 207657
36 27 208255
26 31 208265
16 32 208286
29 16 208398
31 5 208823
31 18 209046
2 22 209479
28 18 209777
7 27 210325
21 8 210343
37 38 211374
2 11 211498
19 21 211575
27 32 211765
38 36 211972
33 30 212640
18 21 213287
27 10 213995
5 11 214138
8 26 215670
25 2 215980
18 43 216079
3 39 216345
8 16 216403
22 17 217040
7 21 217378
8 18 217927
25 21 218318
38 43 219034
43 27 219196
39 2 219298
10 35 220245
33 29 220621
17 10 225235
17 29 225346
2 1 225478
3 27 225977
30 18 227116
19 16 228518
33 32 228712
18 11 229047
4 33 229773
42 33 231515
27 9 232814
33 11 234609
9 33 237903
16 18 238303
5 16 238364
32 18 238479
27 23 238487
13 33 238928
17 45 240241
18 45 242289
21 27 245790
27 6 247916
5 27 249069
27 1 251619
27 33 254065
2 27 257837
33 44 258855
33 3 264904
33 39 267554
33 16 267713
33 1 268619
36 33 271044
20 33 271840
21 33 274933
5 33 275996
23 33 279841
33 19 282263
18 27 284016
33 28 285869
27 17 285976
33 2 298215
10 33 299174
43 33 304375
8 33 312865
17 33 317267
33 7 318127
